4.774e+02 1.595e+02 5.468e+02 1.308e+03 3.466e-02 0.000e+00 1.197e-03 0.000e+00 9.002e-02 0.000e+00 2.000e+01 0.000e+00
3.539e+02 8.900e+01 4.807e+02 1.308e+03 3.489e-02 0.000e+00 1.067e-03 0.000e+00 9.002e-02 0.000e+00 2.000e+01 0.000e+00
4.228e+02 1.595e+02 5.147e+02 1.308e+03 3.550e-02 0.000e+00 1.664e-03 0.000e+00 9.123e-02 0.000e+00 2.000e+01 0.000e+00
3.538e+02 8.900e+01 4.808e+02 1.308e+03 3.538e-02 0.000e+00 1.193e-03 0.000e+00 9.128e-02 0.000e+00 2.000e+01 0.000e+00
3.694e+02 1.595e+02 4.739e+02 1.308e+03 3.639e-02 0.000e+00 1.818e-03 0.000e+00 8.850e-02 0.000e+00 2.000e+01 0.000e+00
3.538e+02 8.900e+01 4.808e+02 1.308e+03 3.441e-02 0.000e+00 1.208e-03 0.000e+00 8.889e-02 0.000e+00 2.000e+01 0.000e+00
3.638e+02 1.030e+02 4.763e+02 1.308e+03 3.585e-02 0.000e+00 1.214e-03 0.000e+00 8.621e-02 0.000e+00 2.000e+01 0.000e+00
3.538e+02 8.900e+01 4.808e+02 1.308e+03 3.425e-02 0.000e+00 1.224e-03 0.000e+00 8.654e-02 0.000e+00 2.000e+01 0.000e+00
3.554e+02 1.030e+02 4.799e+02 1.308e+03 3.451e-02 0.000e+00 1.224e-03 0.000e+00 8.764e-02 0.000e+00 2.000e+01 0.000e+00
4.156e+02 1.030e+02 5.185e+02 1.308e+03 4.947e-02 0.000e+00 1.263e-03 0.000e+00 1.044e-01 0.000e+00 2.000e+01 0.000e+00
3.539e+02 8.900e+01 4.807e+02 1.308e+03 3.529e-02 0.000e+00 1.203e-03 0.000e+00 8.801e-02 0.000e+00 2.000e+01 0.000e+00
4.774e+02 1.595e+02 5.468e+02 1.308e+03 4.917e-02 0.000e+00 1.672e-03 0.000e+00 1.021e-01 0.000e+00 2.000e+01 0.000e+00
3.539e+02 8.900e+01 4.807e+02 1.308e+03 3.434e-02 0.000e+00 1.053e-03 0.000e+00 8.586e-02 0.000e+00 2.000e+01 0.000e+00
4.228e+02 1.595e+02 5.147e+02 1.308e+03 3.398e-02 0.000e+00 1.712e-03 0.000e+00 8.420e-02 0.000e+00 2.000e+01 0.000e+00
3.538e+02 8.900e+01 4.808e+02 1.308e+03 3.260e-02 0.000e+00 1.153e-03 0.000e+00 8.410e-02 0.000e+00 2.000e+01 0.000e+00
3.694e+02 1.595e+02 4.739e+02 1.308e+03 3.428e-02 0.000e+00 1.750e-03 0.000e+00 8.363e-02 0.000e+00 2.000e+01 0.000e+00
3.538e+02 8.900e+01 4.808e+02 1.308e+03 3.259e-02 0.000e+00 1.193e-03 0.000e+00 8.398e-02 0.000e+00 2.000e+01 0.000e+00
3.638e+02 1.030e+02 4.763e+02 1.308e+03 3.374e-02 0.000e+00 1.220e-03 0.000e+00 8.233e-02 0.000e+00 2.000e+01 0.000e+00
4.156e+02 1.030e+02 5.186e+02 1.308e+03 4.599e-02 0.000e+00 1.285e-03 0.000e+00 9.822e-02 0.000e+00 2.000e+01 0.000e+00
3.555e+02 1.030e+02 4.798e+02 1.308e+03 3.222e-02 0.000e+00 1.100e-03 0.000e+00 8.308e-02 0.000e+00 2.000e+01 0.000e+00
4.774e+02 1.595e+02 5.468e+02 1.308e+03 4.618e-02 0.000e+00 1.727e-03 0.000e+00 9.829e-02 0.000e+00 2.000e+01 0.000e+00
3.539e+02 8.900e+01 4.807e+02 1.308e+03 3.257e-02 0.000e+00 1.093e-03 0.000e+00 8.272e-02 0.000e+00 2.000e+01 0.000e+00
4.228e+02 1.595e+02 5.147e+02 1.308e+03 3.270e-02 0.000e+00 1.736e-03 0.000e+00 8.257e-02 0.000e+00 2.000e+01 0.000e+00
3.538e+02 8.900e+01 4.808e+02 1.308e+03 3.249e-02 0.000e+00 1.136e-03 0.000e+00 8.263e-02 0.000e+00 2.000e+01 0.000e+00
3.694e+02 1.595e+02 4.739e+02 1.308e+03 3.482e-02 0.000e+00 1.643e-03 0.000e+00 8.433e-02 0.000e+00 2.000e+01 0.000e+00
