6.96600000e+03 1.30800000e+03 2.20036507e-03
6.96900000e+03 2.16000000e+02 2.69699097e-03
6.97000000e+03 2.41000000e+02 3.34925652e-02
6.97100000e+03 1.03000000e+02 4.46081161e-04
6.99200000e+03 7.50000000e+01 1.02448463e-03
6.99300000e+03 7.20000000e+01 4.55856323e-04
6.99400000e+03 7.20000000e+01 1.24645233e-03
6.99500000e+03 7.20000000e+01 1.17444992e-03
6.99600000e+03 7.10000000e+01 3.45706940e-04
6.99700000e+03 1.30800000e+03 3.09117317e-01
6.99900000e+03 1.30800000e+03 2.30097771e-03
7.00200000e+03 2.16000000e+02 2.87818909e-03
7.00300000e+03 2.41000000e+02 3.42152119e-02
7.00400000e+03 1.03000000e+02 3.15666199e-04
7.02500000e+03 7.50000000e+01 1.06930733e-03
7.02600000e+03 7.20000000e+01 5.84363937e-04
7.02700000e+03 7.20000000e+01 1.21426582e-03
7.02800000e+03 7.10000000e+01 2.78711319e-04
7.02900000e+03 1.30800000e+03 3.35196018e-01
7.03100000e+03 1.30800000e+03 2.20513344e-03
