6.99900000e+03 1.30800000e+03 2.30097771e-03
7.00200000e+03 2.16000000e+02 2.87818909e-03
7.00300000e+03 2.41000000e+02 3.42152119e-02
7.00400000e+03 1.03000000e+02 3.15666199e-04
7.02500000e+03 7.50000000e+01 1.06930733e-03
7.02600000e+03 7.20000000e+01 5.84363937e-04
7.02700000e+03 7.20000000e+01 1.21426582e-03
7.02800000e+03 7.10000000e+01 2.78711319e-04
7.02900000e+03 1.30800000e+03 3.35196018e-01
7.03100000e+03 1.30800000e+03 2.20513344e-03
7.03400000e+03 2.16000000e+02 2.55823135e-03
7.03500000e+03 2.41000000e+02 3.80716324e-02
7.03600000e+03 1.03000000e+02 4.12940979e-04
7.05700000e+03 7.50000000e+01 9.00506973e-04
7.05800000e+03 7.20000000e+01 5.79357147e-04
7.05900000e+03 7.20000000e+01 1.28960609e-03
7.06000000e+03 7.20000000e+01 1.32679939e-03
7.06100000e+03 7.10000000e+01 2.22682953e-04
7.06200000e+03 1.30800000e+03 3.19742680e-01
7.06400000e+03 1.30800000e+03 2.09593773e-03
