1.90220000e+04 8.10000000e+01 4.10318375e-04
1.90410000e+04 7.30000000e+01 1.48773193e-03
1.90420000e+04 9.00000000e+01 1.21712685e-03
1.90610000e+04 7.50000000e+01 1.81078911e-03
1.90620000e+04 7.50000000e+01 1.29342079e-03
1.90630000e+04 8.10000000e+01 8.03232193e-04
1.90820000e+04 7.50000000e+01 1.50942802e-03
1.90830000e+04 8.10000000e+01 9.50813293e-04
1.91020000e+04 7.50000000e+01 6.07490540e-04
1.91030000e+04 7.50000000e+01 1.11651421e-03
1.91040000e+04 8.10000000e+01 8.35180283e-04
1.91230000e+04 7.50000000e+01 5.51462173e-04
1.91240000e+04 7.50000000e+01 1.18088722e-03
1.91250000e+04 8.10000000e+01 6.91890717e-04
1.91440000e+04 7.50000000e+01 4.27961349e-04
1.91450000e+04 7.50000000e+01 1.13821030e-03
1.91460000e+04 8.10000000e+01 9.51766968e-04
1.91650000e+04 7.50000000e+01 4.66108322e-04
1.91660000e+04 7.50000000e+01 1.18231773e-03
1.91670000e+04 8.10000000e+01 7.06672668e-04
